codigo_producto,descripcion,negocio,seccion,linea,categoria,abastecimiento,comuna,region,tienda,zonal,mes,año,semestre,fecha,motivo,ubicación_motivo,merma_unidad,merma_monto,merma_unidad_p,merma_monto_p
14190,PALETA GRANEL SUPER CERDO KG,PERECIBLES,CARNES,CERDO,CERDO GRANEL,DIRECTO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-10,INTERNO,BODEGA,-54,-1015,54,1015
51802,TRUTRO ENT POLLO SUPERPOLLO GRANEL 1 KG,PERECIBLES,CARNES,POLLO,POLLO GRANEL,DIRECTO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-02,INTERNO,BODEGA,-24,-286,24,286
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-02,INTERNO,BODEGA,-10,-452,10,452
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-03,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-04,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-06,INTERNO,BODEGA,-30,-1352,30,1352
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-20,-901,20,901
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-22,INTERNO,BODEGA,-20,-901,20,901
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-23,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-25,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-26,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-05,INTERNO,BODEGA,-20,-901,20,901
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-17,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-18,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-19,INTERNO,BODEGA,-30,-1350,30,1350
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-22,INTERNO,BODEGA,-20,-900,20,900
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-23,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-24,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-25,INTERNO,BODEGA,-20,-900,20,900
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-04,CLIENTES,SALA DE VENTAS,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-20,-900,20,900
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-05,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-06,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-11,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-25,INTERNO,BODEGA,-20,-900,20,900
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-02,INTERNO,BODEGA,-20,-905,20,905
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-03,INTERNO,BODEGA,-20,-905,20,905
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-05,INTERNO,BODEGA,-30,-1357,30,1357
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-11,INTERNO,BODEGA,-20,-903,20,903
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-13,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-16,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-22,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-26,INTERNO,BODEGA,-10,-451,10,451
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-08,INTERNO,BODEGA,-30,-1351,30,1351
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-10,INTERNO,BODEGA,-30,-1350,30,1350
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-11,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-13,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-20,-899,20,899
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-16,INTERNO,BODEGA,-30,-1349,30,1349
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-17,INTERNO,BODEGA,-20,-899,20,899
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-19,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-23,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-25,INTERNO,BODEGA,-10,-450,10,450
349368,AZUCAR GRANULADA MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-26,INTERNO,BODEGA,-10,-448,10,448
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-05,INTERNO,BODEGA,-10,-439,10,439
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-08,INTERNO,BODEGA,-10,-439,10,439
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-13,INTERNO,BODEGA,-10,-440,10,440
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-16,INTERNO,BODEGA,-10,-440,10,440
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-25,INTERNO,BODEGA,-10,-438,10,438
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-03,INTERNO,BODEGA,-30,-1321,30,1321
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-08,INTERNO,BODEGA,-10,-440,10,440
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-10,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-18,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-23,INTERNO,BODEGA,-10,-437,10,437
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-02,INTERNO,BODEGA,-20,-882,20,882
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-03,INTERNO,BODEGA,-20,-882,20,882
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-04,CLIENTES,SALA DE VENTAS,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-10,INTERNO,BODEGA,-20,-882,20,882
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-16,INTERNO,BODEGA,-20,-882,20,882
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-17,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-18,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-19,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-23,INTERNO,BODEGA,-10,-439,10,439
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-24,INTERNO,BODEGA,-20,-878,20,878
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-26,INTERNO,BODEGA,-10,-439,10,439
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-02,INTERNO,BODEGA,-20,-876,20,876
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-09,INTERNO,BODEGA,-10,-438,10,438
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO IV,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-440,10,440
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-04,INTERNO,BODEGA,-20,-882,20,882
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-09,INTERNO,BODEGA,-30,-1323,30,1323
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-10,INTERNO,BODEGA,-20,-883,20,883
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-441,10,441
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-19,INTERNO,BODEGA,-20,-880,20,880
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-22,INTERNO,BODEGA,-20,-878,20,878
355630,ARROZ G2 LARGO DELGADO MERKAT 1 KG,PGC,PGC ALIMENTACION,ALIMENTO BASICO,ARROZ,CENTRALIZADO,TEMUCO,IX,TEMUCO V,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-24,INTERNO,BODEGA,-10,-439,10,439
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-06,INTERNO,BODEGA,-20,-1212,20,1212
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-08,INTERNO,BODEGA,-20,-1212,20,1212
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-17,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-18,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,ANGOL,IX,ANGOL,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-22,INTERNO,BODEGA,-20,-1212,20,1212
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-08,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-09,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-11,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-15,INTERNO,BODEGA,-20,-1212,20,1212
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-18,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-19,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO II,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-22,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-02,INTERNO,BODEGA,-10,-606,10,606
7518,AZUCAR GRANULADA IANSA 1 KG.,PGC,PGC ALIMENTACION,ALIMENTO BASICO,AZUCAR,CENTRALIZADO,TEMUCO,IX,TEMUCO III,JUAN PEREZ,DICIEMBRE,2016,Segundo,2016-12-03,INTERNO,BODEGA,-10,-606,10,606
